Date,Crude_Oil_NYMEX,SMR_20_US
11/23/2012,88.28,SMR_20_US_2
11/30/2012,88.91,SMR_20_US_2
12/7/2012,85.93,SMR_20_US_2
12/14/2012,86.73,SMR_20_US_2
12/21/2012,88.66,SMR_20_US_2
12/28/2012,90.8,SMR_20_US_2
1/4/2013,93.09,SMR_20_US_2
1/11/2013,93.56,SMR_20_US_2
1/18/2013,95.56,SMR_20_US_2
1/25/2013,95.88,SMR_20_US_2
2/1/2013,97.77,SMR_20_US_2
2/8/2013,95.72,SMR_20_US_2
2/15/2013,95.86,SMR_20_US_2
2/22/2013,93.13,SMR_20_US_2
3/1/2013,90.68,SMR_20_US_2
3/8/2013,91.95,SMR_20_US_2
3/15/2013,93.45,SMR_20_US_2
3/22/2013,93.71,SMR_20_US_2
3/29/2013,93.205,SMR_20_US_2
4/5/2013,92.7,SMR_20_US_2
4/12/2013,91.29,SMR_20_US_2
4/19/2013,88.01,SMR_20_US_1
4/26/2013,93,SMR_20_US_2
5/3/2013,95.61,SMR_20_US_2
5/10/2013,96.04,SMR_20_US_2
5/17/2013,96.02,SMR_20_US_2
5/24/2013,94.15,SMR_20_US_2
5/31/2013,91.97,SMR_20_US_2
6/7/2013,96.03,SMR_20_US_1
6/14/2013,97.85,SMR_20_US_1
6/21/2013,93.69,SMR_20_US_1
6/28/2013,96.56,SMR_20_US_1
7/5/2013,103.22,SMR_20_US_1
7/12/2013,105.95,SMR_20_US_1
7/19/2013,108.05,SMR_20_US_1
7/26/2013,104.7,SMR_20_US_1
8/2/2013,106.94,SMR_20_US_1
8/9/2013,105.97,SMR_20_US_1
8/16/2013,107.46,SMR_20_US_2
8/23/2013,106.42,SMR_20_US_2
8/30/2013,107.65,SMR_20_US_2
9/6/2013,110.53,SMR_20_US_2
9/13/2013,108.21,SMR_20_US_2
9/20/2013,104.67,SMR_20_US_2
9/27/2013,102.87,SMR_20_US_2
10/4/2013,103.84,SMR_20_US_1
10/11/2013,102.02,SMR_20_US_2
10/18/2013,100.81,SMR_20_US_2
10/25/2013,97.85,SMR_20_US_1
11/1/2013,94.61,SMR_20_US_1
11/8/2013,94.6,SMR_20_US_1
11/15/2013,93.84,SMR_20_US_1
11/22/2013,94.84,SMR_20_US_1
11/29/2013,92.72,SMR_20_US_1
12/6/2013,97.65,SMR_20_US_1
12/13/2013,96.6,SMR_20_US_1
12/20/2013,99.32,SMR_20_US_1
12/27/2013,100.32,SMR_20_US_1
1/3/2014,93.96,SMR_20_US_1
1/10/2014,92.72,SMR_20_US_1
1/17/2014,94.37,SMR_20_US_1
1/24/2014,96.64,SMR_20_US_1
1/31/2014,97.49,SMR_20_US_1
2/7/2014,99.88,SMR_20_US_1
2/14/2014,100.3,SMR_20_US_1
2/21/2014,102.2,SMR_20_US_1
2/28/2014,102.59,SMR_20_US_1
