Date,Crude_Oil_NYMEX,SMR_20_US
3/14/2014,98.89,SMR_20_US_2
3/21/2014,99.46,SMR_20_US_2
3/28/2014,101.67,SMR_20_US_2
4/4/2014,101.14,SMR_20_US_2
4/11/2014,103.74,SMR_20_US_2
4/18/2014,102.17,SMR_20_US_2
4/25/2014,100.6,SMR_20_US_2
5/2/2014,99.76,SMR_20_US_2
5/9/2014,99.99,SMR_20_US_2
5/16/2014,102.02,SMR_20_US_2
5/23/2014,104.35,SMR_20_US_2
5/30/2014,102.71,SMR_20_US_2
6/6/2014,102.66,SMR_20_US_2
6/13/2014,106.91,SMR_20_US_2
6/20/2014,106.83,SMR_20_US_2
6/27/2014,105.74,SMR_20_US_2
7/4/2014,103.285,SMR_20_US_2
7/11/2014,100.83,SMR_20_US_2
7/18/2014,103.13,SMR_20_US_2
7/25/2014,102.09,SMR_20_US_2
8/1/2014,97.88,SMR_20_US_2
8/8/2014,97.65,SMR_20_US_2
8/15/2014,97.35,SMR_20_US_2
8/22/2014,93.65,SMR_20_US_2
8/29/2014,95.96,SMR_20_US_2
9/5/2014,93.29,SMR_20_US_2
9/12/2014,92.27,SMR_20_US_2
9/19/2014,92.41,SMR_20_US_2
9/26/2014,93.54,SMR_20_US_2
10/3/2014,89.74,SMR_20_US_1
10/10/2014,85.82,SMR_20_US_1
10/17/2014,82.75,SMR_20_US_2
10/24/2014,81.01,SMR_20_US_2
10/31/2014,80.54,SMR_20_US_2
11/7/2014,78.65,SMR_20_US_2
11/14/2014,75.82,SMR_20_US_2
11/21/2014,76.51,SMR_20_US_2
11/28/2014,66.15,SMR_20_US_2
12/5/2014,65.84,SMR_20_US_2
12/12/2014,57.81,SMR_20_US_1
12/19/2014,57.13,SMR_20_US_2
12/26/2014,54.73,SMR_20_US_2
1/2/2015,52.69,SMR_20_US_2
1/9/2015,48.36,SMR_20_US_1
1/16/2015,48.69,SMR_20_US_1
1/23/2015,45.59,SMR_20_US_1
1/30/2015,48.24,SMR_20_US_1
2/6/2015,51.69,SMR_20_US_1
2/13/2015,52.78,SMR_20_US_1
2/20/2015,50.81,SMR_20_US_1
2/27/2015,49.76,SMR_20_US_1
3/6/2015,49.61,SMR_20_US_1
3/13/2015,44.84,SMR_20_US_1
3/20/2015,46.57,SMR_20_US_1
3/27/2015,48.87,SMR_20_US_1
4/3/2015,50.255,SMR_20_US_1
4/10/2015,51.64,SMR_20_US_1
4/17/2015,55.74,SMR_20_US_1
4/24/2015,57.15,SMR_20_US_1
5/1/2015,59.15,SMR_20_US_2
5/8/2015,59.39,SMR_20_US_2
5/15/2015,59.69,SMR_20_US_2
5/22/2015,59.72,SMR_20_US_2
5/29/2015,60.3,SMR_20_US_2
6/5/2015,59.13,SMR_20_US_2
6/12/2015,59.96,SMR_20_US_2
6/19/2015,59.61,SMR_20_US_2
6/26/2015,59.63,SMR_20_US_2
7/3/2015,56.185,SMR_20_US_2
7/10/2015,52.74,SMR_20_US_2
7/17/2015,50.89,SMR_20_US_1
7/24/2015,48.14,SMR_20_US_1
7/31/2015,47.12,SMR_20_US_1
8/7/2015,43.87,SMR_20_US_1
8/14/2015,42.5,SMR_20_US_1
8/21/2015,40.45,SMR_20_US_1
8/28/2015,45.22,SMR_20_US_1
9/4/2015,46.05,SMR_20_US_1
9/11/2015,44.63,SMR_20_US_1
9/18/2015,44.68,SMR_20_US_1
9/25/2015,45.7,SMR_20_US_1
